date,Mean discharge
29/11/2001,444.2999878
30/11/2001,436.7999878
1/12/2001,429.2999878
2/12/2001,418.7000122
3/12/2001,394.8999939
4/12/2001,374.7000122
5/12/2001,370.3999939
6/12/2001,370.8999939
7/12/2001,370.3999939
8/12/2001,372.7999878
9/12/2001,386
10/12/2001,407.2000122
11/12/2001,409
12/12/2001,404.2000122
13/12/2001,406.5
14/12/2001,405.1000061
15/12/2001,387.8999939
16/12/2001,333.1000061
17/12/2001,281.7999878
18/12/2001,269.1000061
19/12/2001,266.1000061
20/12/2001,264.2000122
21/12/2001,262.2999878
22/12/2001,263.2999878
23/12/2001,262.2999878
24/12/2001,261.1000061
25/12/2001,259.7999878
26/12/2001,259.8999939
27/12/2001,259.5
28/12/2001,257.7000122
29/12/2001,256.7999878
30/12/2001,259.1000061
31/12/2001,260.6000061
1/1/2002,260.1000061
2/1/2002,258.7000122
3/1/2002,257.5
4/1/2002,255.8999939
5/1/2002,255
6/1/2002,254.3000031
7/1/2002,254.1999969
8/1/2002,252.8999939
9/1/2002,253.3999939
10/1/2002,254.8999939
11/1/2002,251.8999939
12/1/2002,249.3999939
13/1/2002,252.3000031
14/1/2002,249.6999969
15/1/2002,248.5
16/1/2002,247.8000031
17/1/2002,249.6999969
18/1/2002,250.5
19/1/2002,253.6000061
20/1/2002,255.8999939
21/1/2002,253.8999939
22/1/2002,237.8999939
23/1/2002,201.1000061
24/1/2002,170.8999939
25/1/2002,155.8999939
26/1/2002,153.6999969
27/1/2002,151.3000031
28/1/2002,151
29/1/2002,147.6000061
30/1/2002,137.1999969
31/1/2002,123.4000015
1/2/2002,116
2/2/2002,118.9000015
3/2/2002,132.3000031
4/2/2002,137.1000061
5/2/2002,137.8999939
6/2/2002,141.5
7/2/2002,139.5
8/2/2002,138.5
9/2/2002,141.8999939
10/2/2002,144.3999939
11/2/2002,142.3000031
12/2/2002,140.3000031
13/2/2002,137.8999939
14/2/2002,136.8999939
15/2/2002,137.8000031
16/2/2002,137.3000031
17/2/2002,134.3000031
18/2/2002,135.1999969
19/2/2002,140
20/2/2002,145.6000061
21/2/2002,147.5
22/2/2002,148
23/2/2002,148.8000031
24/2/2002,148
25/2/2002,143.6000061
26/2/2002,139.1000061
27/2/2002,133.8999939
28/2/2002,131.6000061
1/3/2002,129.8999939
2/3/2002,129.6999969
3/3/2002,135.3000031
4/3/2002,150.8000031
5/3/2002,161.8999939
6/3/2002,157.6999969
7/3/2002,147.5
8/3/2002,141.1999969
9/3/2002,138.5
10/3/2002,123.8000031
11/3/2002,107.3000031
12/3/2002,94.62999725
13/3/2002,93.41999817
14/3/2002,99.41999817
15/3/2002,112.5999985
16/3/2002,123.5999985
17/3/2002,131.6000061
18/3/2002,141.5
19/3/2002,144.6999969
20/3/2002,147.8999939
21/3/2002,151.3999939
22/3/2002,151.1000061
23/3/2002,148.3000031
24/3/2002,149.5
25/3/2002,145.6000061
26/3/2002,132.6000061
27/3/2002,115.1999969
28/3/2002,108.0999985
29/3/2002,103.3000031
30/3/2002,98.58000183
31/3/2002,96.94000244
1/4/2002,98.91999817
2/4/2002,104.3000031
3/4/2002,111.3000031
4/4/2002,117.9000015
5/4/2002,124.3000031
6/4/2002,128.1000061
7/4/2002,125.0999985
8/4/2002,122.4000015
9/4/2002,121.4000015
10/4/2002,122.4000015
11/4/2002,124
12/4/2002,124.9000015
13/4/2002,125.6999969
14/4/2002,125.5999985
15/4/2002,124.1999969
16/4/2002,124.1999969
17/4/2002,124
18/4/2002,122.5999985
19/4/2002,121.3000031
20/4/2002,121.1999969
21/4/2002,120.3000031
22/4/2002,121.9000015
23/4/2002,123.1999969
24/4/2002,122.9000015
25/4/2002,119.0999985
26/4/2002,116.5
27/4/2002,116.6999969
28/4/2002,119.6999969
29/4/2002,121.0999985
30/4/2002,124.1999969
1/5/2002,123.0999985
2/5/2002,122.6999969
3/5/2002,121.6999969
4/5/2002,122.8000031
5/5/2002,122.0999985
6/5/2002,121
7/5/2002,120
8/5/2002,120.9000015
9/5/2002,125.8000031
10/5/2002,131
11/5/2002,129.3000031
12/5/2002,123.1999969
13/5/2002,120.8000031
14/5/2002,120.5
15/5/2002,120.3000031
16/5/2002,122.8000031
17/5/2002,124.8000031
18/5/2002,124.4000015
19/5/2002,124.0999985
20/5/2002,123.1999969
21/5/2002,121.5
22/5/2002,122.5999985
23/5/2002,124.8000031
24/5/2002,125.4000015
25/5/2002,126
26/5/2002,124
27/5/2002,123
28/5/2002,123.9000015
29/5/2002,122.0999985
30/5/2002,122
31/5/2002,122.1999969
1/6/2002,121.9000015
2/6/2002,123.3000031
3/6/2002,124.3000031
4/6/2002,123.5
5/6/2002,122.9000015
6/6/2002,127.3000031
7/6/2002,132.8000031
8/6/2002,143.8000031
9/6/2002,133.3000031
10/6/2002,126.0999985
11/6/2002,124.3000031
12/6/2002,125
13/6/2002,133.3000031
14/6/2002,143.3999939
15/6/2002,140.8999939
16/6/2002,131.1999969
17/6/2002,133.3000031
18/6/2002,129.8000031
19/6/2002,124.5999985
20/6/2002,123.1999969
21/6/2002,127.3000031
22/6/2002,137.5
23/6/2002,136.6000061
24/6/2002,138.8999939
25/6/2002,180
26/6/2002,240.8999939
27/6/2002,280.5
28/6/2002,317.6000061
29/6/2002,326.2999878
30/6/2002,273.1000061
