,0
2014-06-05,980749
2014-06-06,979583
2014-06-07,981927
2014-06-08,981674
2014-06-09,987748
2014-06-10,988457
2014-06-11,990752
2014-06-12,987075
2014-06-13,984122
2014-06-14,984704
2014-06-15,985304
2014-06-16,988483
2014-06-17,992860
2014-06-18,993810
2014-06-19,994505
2014-06-20,995827
2014-06-21,995166
2014-06-22,994956
2014-06-23,994545
2014-06-24,994670
2014-06-25,995409
2014-06-26,995748
2014-06-27,996099
2014-06-28,994967
2014-06-29,994433
2014-06-30,993623
2014-07-01,988700
2014-07-02,988974
2014-07-03,986948
2014-07-04,987248
2014-07-05,989520
2014-07-06,990271
2014-07-07,991172
2014-07-08,991291
2014-07-09,990865
2014-07-10,990556
2014-07-11,991483
2014-07-12,990590
2014-07-13,991626
2014-07-14,991961
2014-07-15,988371
2014-07-16,989586
2014-07-17,989529
2014-07-18,988345
2014-07-19,992924
2014-07-20,975195
2014-07-21,976504
2014-07-22,977121
2014-07-23,976306
2014-07-24,987433
2014-07-25,984412
2014-07-26,984160
2014-07-27,984184
2014-07-28,990862
2014-07-29,990011
2014-07-30,985888
2014-07-31,985267
2014-08-01,983473
2014-08-02,988072
2014-08-03,991708
2014-08-04,992850
2014-08-05,994133
2014-08-06,992183
2014-08-07,991364
2014-08-08,988657
2014-08-09,989183
2014-08-10,989429
2014-08-11,990418
2014-08-12,993167
2014-08-13,986562
2014-08-14,986498
2014-08-15,986496
2014-08-16,986625
2014-08-17,991764
2014-08-18,993034
2014-08-19,992492
2014-08-20,991261
2014-08-21,992237
2014-08-22,991183
2014-08-23,991436
2014-08-24,991644
2014-08-25,991450
2014-08-26,992031
2014-08-27,993086
2014-08-28,993354
2014-08-29,993183
2014-08-30,994357
2014-08-31,991315
2014-09-01,992022
2014-09-02,991383
2014-09-03,990728
2014-09-04,993066
2014-09-05,992444
2014-09-06,994411
2014-09-07,994070
2014-09-08,993897
2014-09-09,0
2014-09-10,992077
2014-09-11,991387
2014-09-12,992115
2014-09-13,993797
2014-09-14,993819
2014-09-15,994803
2014-09-16,993833
2014-09-17,989733
2014-09-18,987905
2014-09-19,988902
2014-09-20,989727
2014-09-21,993164
2014-09-22,994904
2014-09-23,992707
2014-09-24,992388
2014-09-25,991117
2014-09-26,991430
2014-09-27,990451
2014-09-28,991276
2014-09-29,992578
2014-09-30,991593
2014-10-01,992970
2014-10-02,990680
2014-10-03,991402
2014-10-04,990507
2014-10-05,992462
2014-10-06,992628
2014-10-07,991637
2014-10-08,993761
2014-10-09,990894
2014-10-10,992448
2014-10-11,991901
2014-10-12,989987
2014-10-13,990922
2014-10-14,991047
2014-10-15,991331
2014-10-16,992512
2014-10-17,994257
2014-10-18,994768
2014-10-19,995980
2014-10-20,996072
2014-10-21,995376
2014-10-22,994758
2014-10-23,995146
2014-10-24,995209
2014-10-25,995909
2014-10-26,996427
2014-10-27,995675
2014-10-28,995899
2014-10-29,993052
2014-10-30,991788
2014-10-31,991964
2014-11-01,992179
2014-11-02,994465
2014-11-03,995360
2014-11-04,994678
2014-11-05,993820
2014-11-06,993517
2014-11-07,993985
2014-11-08,994764
2014-11-09,994432
2014-11-10,995736
2014-11-11,994780
2014-11-12,994545
2014-11-13,993764
2014-11-14,992302
2014-11-15,992694
2014-11-16,991061
2014-11-17,992736
2014-11-18,991312
2014-11-19,990493
2014-11-20,991735
2014-11-21,992050
2014-11-22,993499
2014-11-23,995060
2014-11-24,994999
2014-11-25,993565
2014-11-26,994750
2014-11-27,992411
2014-11-28,992015
2014-11-29,992578
2014-11-30,992173
2014-12-01,994709
2014-12-02,995409
2014-12-03,995223
2014-12-04,994232
2014-12-05,993672
2014-12-06,993201
2014-12-07,993518
2014-12-08,992601
2014-12-09,990456
2014-12-10,990904
2014-12-11,988495
2014-12-12,989634
2014-12-13,989823
2014-12-14,989879
2014-12-15,993094
2014-12-16,990516
2014-12-17,991944
2014-12-18,991232
2014-12-19,990348
