,0
2014-04-11,979247
2014-04-12,978837
2014-04-13,978912
2014-04-14,980995
2014-04-15,982915
2014-04-16,982666
2014-04-17,982556
2014-04-18,981227
2014-04-19,982517
2014-04-20,982223
2014-04-21,981928
2014-04-22,980653
2014-04-23,979053
2014-04-24,980100
2014-04-25,980852
2014-04-26,980380
2014-04-27,980374
2014-04-28,979703
2014-04-29,979701
2014-04-30,981911
2014-05-01,983281
2014-05-02,985030
2014-05-03,986083
2014-05-04,986545
2014-05-05,986905
2014-05-06,983894
2014-05-07,983425
2014-05-08,982384
2014-05-09,982785
2014-05-10,986207
2014-05-11,986380
2014-05-12,988523
2014-05-13,977232
2014-05-14,977337
2014-05-15,975818
2014-05-16,974981
2014-05-17,979535
2014-05-18,975671
2014-05-19,976338
2014-05-20,974038
2014-05-21,977786
2014-05-22,977232
2014-05-23,977278
2014-05-24,979227
2014-05-25,981272
2014-05-26,978363
2014-05-27,974122
2014-05-28,975693
2014-05-29,974567
2014-05-30,981223
2014-05-31,983945
2014-06-01,981376
2014-06-02,981162
2014-06-03,967791
2014-06-04,967093
2014-06-05,964868
2014-06-06,963187
2014-06-07,972585
2014-06-08,974657
2014-06-09,976980
2014-06-10,975927
2014-06-11,976300
2014-06-12,972342
2014-06-13,970189
2014-06-14,971171
2014-06-15,973252
2014-06-16,975889
2014-06-17,979007
2014-06-18,983107
2014-06-19,982558
2014-06-20,985231
2014-06-21,984814
2014-06-22,986840
2014-06-23,985907
2014-06-24,985968
2014-06-25,986600
2014-06-26,983816
2014-06-27,986403
2014-06-28,984786
2014-06-29,986980
2014-06-30,985336
2014-07-01,933390
2014-07-02,933807
2014-07-03,932058
2014-07-04,930527
2014-07-05,981623
2014-07-06,983930
2014-07-07,983583
2014-07-08,986143
2014-07-09,985890
2014-07-10,985133
2014-07-11,985721
2014-07-12,986872
2014-07-13,988206
2014-07-14,988292
2014-07-15,984819
2014-07-16,980974
2014-07-17,979096
2014-07-18,974708
2014-07-19,977100
2014-07-20,979342
2014-07-21,980727
2014-07-22,986043
2014-07-23,985379
2014-07-24,987774
2014-07-25,985283
2014-07-26,982458
2014-07-27,983074
2014-07-28,980518
2014-07-29,982958
2014-07-30,981319
2014-07-31,981701
2014-08-01,981248
2014-08-02,981449
2014-08-03,981737
2014-08-04,981127
2014-08-05,982848
2014-08-06,982181
2014-08-07,983586
2014-08-08,983116
2014-08-09,983264
2014-08-10,982820
2014-08-11,982754
2014-08-12,983600
2014-08-13,966925
2014-08-14,967518
2014-08-15,968002
2014-08-16,967708
2014-08-17,981412
2014-08-18,980875
2014-08-19,979995
2014-08-20,980386
2014-08-21,983879
2014-08-22,982396
2014-08-23,982525
2014-08-24,982346
2014-08-25,980252
2014-08-26,981085
2014-08-27,982046
2014-08-28,982013
2014-08-29,981706
2014-08-30,982609
2014-08-31,983093
2014-09-01,982022
2014-09-02,982654
2014-09-03,982861
2014-09-04,980851
2014-09-05,982064
2014-09-06,982955
2014-09-07,981697
2014-09-08,984405
2014-09-09,0
2014-09-10,983014
2014-09-11,983093
2014-09-12,974842
2014-09-13,976952
2014-09-14,974964
2014-09-15,977775
2014-09-16,983410
2014-09-17,982559
2014-09-18,981291
2014-09-19,978749
2014-09-20,980385
2014-09-21,980950
2014-09-22,983895
2014-09-23,984013
2014-09-24,985220
2014-09-25,985360
2014-09-26,984137
2014-09-27,982566
2014-09-28,979905
2014-09-29,979868
2014-09-30,979226
2014-10-01,979513
2014-10-02,979999
2014-10-03,980856
2014-10-04,981226
2014-10-05,983983
2014-10-06,981819
2014-10-07,981151
2014-10-08,983008
2014-10-09,980026
2014-10-10,984287
2014-10-11,983890
2014-10-12,983697
2014-10-13,985608
